title,category,location,telephone,website,mail
HÔTEL RESTAURANT LE MOULIN D'HAUTERIVE,Hôtel de tourisme,8 Rue Du Moulin -71350SAINT-GERVAIS-EN-VALLIÈRE,03 85 91 55 56,https://www.moulinhauterive.com/,info@moulinhauterive.com
HÔTEL RESTAURANT LE MOULIN DE CHÂLONS,Hôtel de tourisme,2 rue du Bassin -17600Le Gua,05 46 22 82 72,https://www.moulin-de-chalons.com/fr,contact@moulin-de-chalons.com
HÔTEL RESTAURANT LE MOULIN DE LA COUDRE,Hôtel de tourisme,8 rue des Gravottes -89290Venoy,03 86 40 23 79,https://www.moulindelacoudre.fr/fr/accueil/,moulin@moulindelacoudre.com
HÔTEL RESTAURANT LE MOULIN DE LA SORINIÈRE,Hôtel de tourisme,lieu-dit Le moulin de la sorinière -79250NUEIL-LES-AUBIERS,05 49 72 39 20,www.hotel-moulin-soriniere.com,moulin-soriniere@wanadoo.fr
HÔTEL RESTAURANT LE MOULIN DE SAINT-VÉRAND,Hôtel de tourisme,La Roche -71570Saint-Vérand,03 85 23 90 90,https://moulindesaintverand.fr/,reservation@moulindesaintverand.fr
HÔTEL RESTAURANT LE MOULIN DU GASTRONOME,Hôtel de tourisme,540 Route de Cluny -71850Charnay-lès-Mâcon,03 85 34 16 68,http://www.moulindugastronome.com/,moulindugastronome@wanadoo.fr
HÔTEL RESTAURANT LE NOIRLAC,Hôtel de tourisme,215 route de Bourges -18200SAINT-AMAND-MONTROND,02 48 82 22 00,http://www.lenoirlac.fr,info@hotel-lenoirlac.fr
HÔTEL RESTAURANT LE NÉOULOUS,Hôtel de tourisme,ROUTE DE CERET -66160LE BOULOU,04 68 87 52 20,https://www.hotel-leneoulous.com/,leneoulous@wanadoo.fr
HÔTEL RESTAURANT LE PALAIS,Hôtel de tourisme,24 Place Gabriel Péri -84400APT,04 90 04 89 32,www.hotel-le-palais.com,welcome@hotel-le-palais.com
HÔTEL RESTAURANT LE PALAIS GOURMAND,Hôtel de tourisme,220 rue du Moulin Liebfrauenthal -67360GOERSDORF,03 88 09 42 74,http://www.restaurant-palais-gourmand.com,palais-gourmand@orange.fr
HÔTEL RESTAURANT LE PALOUS,Hôtel de tourisme,184 avenue du Centre -12160BARAQUEVILLE,05 65 69 01 89,https://www.lepalous.fr/,le-palous@orange.fr
HÔTEL RESTAURANT LE PANORAMIQUE,Hôtel de tourisme,route des aymes -38142MIZOËN,04 76 80 06 25,http://www.hotel-panoramique.com,info@hotel-panoramique.com
HÔTEL RESTAURANT LE PARC,Hôtel de tourisme,31 avenue Général Leclerc -03000Moulins,04 70 44 12 25,https://www.hotel-moulins.com/,hotelrestaurant.leparc03@wanadoo.fr
HÔTEL RESTAURANT LE PASS'PLAT,Hôtel de tourisme,2 place de la Gare -42600Montbrison,04 77 58 30 33,https://lepassplat.fr/,lagareconiere@outlook.fr
HÔTEL RESTAURANT LE PETIT KOHLBERG,Hôtel de tourisme,Le petit Kolhberg -68480LUCELLE,03 89 40 85 30,http://www.petitkohlberg.com,marie@petitkohlberg.com
HÔTEL RESTAURANT LE PHARE,Hôtel de tourisme,39 rue Saint-Guirec -22700PERROS-GUIREC,02 96 91 41 19,www.hotel-le-phare.fr,hotel-le-phare@wanadoo.fr
HÔTEL RESTAURANT LE PIC,Hôtel de tourisme,98 route d' espagne -31100TOULOUSE,06 11 31 20 00,https://www.hotel-restaurant-lepic.fr,achene@cegetel.net
HÔTEL RESTAURANT LE PLAISANCE,Hôtel de tourisme,10 RUE DES CORMORANS -40200MIMIZAN,05 58 09 08 06,http://www.hotel-restaurant-leplaisance.com,hotel.le.plaisance@orange.fr
HÔTEL RESTAURANT LE PONANT,Hôtel de tourisme,33 Avenue du Puy -43420PRADELLES,04 71 00 85 20,https://www.hoteleponant.fr/,hoteleponant@free.fr
HÔTEL RESTAURANT LE PRADO,Hôtel de tourisme,16 Avenue de la Prade -15250JUSSAC,04  7 1  46  6 6  37,http://www.hotel-le-prado.com,leprado4@wanadoo.fr
HÔTEL RESTAURANT LE PRINTEMPS,Hôtel de tourisme,8 chemin de la manche -26200MONTÉLIMAR,04 75 92 06 80,http://www.hotelprintemps.com,contact@hotelprintemps.com
HÔTEL RESTAURANT LE PROVENCE,Hôtel de tourisme,Place Du Palais De Justice -83170Brignoles,04 94 69 01 18,https://www.hoteldeprovencebrignoles.fr/,hotel-de-provence@orange.fr
HÔTEL RESTAURANT LE PROVENÇAL,Hôtel de tourisme,17 avenue de la Gare -07160LE CHEYLARD,04 75 29 02 08,http://www.hotelrestaurantleprovencal.com,contact@hotelrestaurantleprovencal.com
HÔTEL RESTAURANT LE PRÉ AU BOIS,Hôtel de tourisme,2200 Route de Toulon -71210SAINT-EUSÈBE,03 85 77 73 73,http://lepreaubois.fr,direction@lepreaubois.fr
HÔTEL RESTAURANT LE PRÉ DE LA CURE,Hôtel de tourisme,1 PLACE DE LA MAIRIE -74140YVOIRE,04 50 72 83 58,http://www.pre-delacure.com,lepredelacure@wanadoo.fr
HÔTEL RESTAURANT LE PRÉ SERROUX,Hôtel de tourisme,4 AVENUE DU GÉNÉRAL BROSSET -70290CHAMPAGNEY,03 84 23 13 24,http://www.lepreserroux.fr/fr/,lepreserroux@wanadoo.fr
HÔTEL RESTAURANT LE PÉLICAN,Hôtel de tourisme,8 place Pélican -49390Vernantes,02 41 51 50 20,https://www.le-pelican.fr/,resto@le-pelican.com
HÔTEL RESTAURANT LE QUERCY TURENNE,Hôtel de tourisme,avenue Laveyssière -46600MARTEL,05 65 37 30 30,http://www.tourisme-occitanie.com/hotel-restaurant-le-quercy-turenne/martel/tabid/2271/offreid/0ff740c7-c159-4dcb-aac6-2d1ffedfdb1b/detail.aspx,lequercyhotel@wanadoo.fr
HÔTEL RESTAURANT LE QUERRIEN,Hôtel de tourisme,7 quai Duguay Trouin -35260CANCALE,02 99 89 64 56,www.le-querrien.com,contact@le-querrien.com
HÔTEL RESTAURANT LE RADIO,Hôtel de tourisme,43 avenue Pierre et Marie Curie -63400CHAMALIÈRES,04 73 30 87 83,www.hotel-radio.fr,resa@hotel-radio.fr
HÔTEL RESTAURANT LE RELAIS,Hôtel de tourisme,1 place Général de Miribel -26390Hauterives,04 75 68 81 12,https://www.hotel-relais-drome.com/,contact@hotel-relais-drome.com
HÔTEL RESTAURANT LE RELAIS D'ALIGRE,Hôtel de tourisme,25 rue Jean Moulin -28170CHÂTEAUNEUF-EN-THYMERAIS,02 37 51 69 59,https://www.relais-aligre.fr/,relais.aligre@wanadoo.fr
HÔTEL RESTAURANT LE RELAIS D'ÉTAGNAC,Hôtel de tourisme,1 route de limoges -16150ÉTAGNAC,05 45 89 21 38,www.relaisdetagnac.fr,relais.etagnac@orange.fr
HÔTEL RESTAURANT LE RELAIS DE LA MOTHE,Hôtel de tourisme,1 place du 11 Novembre -37290YZEURES-SUR-CREUSE,02 74 91 49 00,https://www.hotel-restaurant-touraine.com/,relaisdelamothe@gmail.com
HÔTEL RESTAURANT LE RELAIS DE LA POSTE,Hôtel de tourisme,24 avenue de maremne -40140MAGESCQ,05 58 47 70 25,http://www.relaisposte.com,a.coussau@wanadoo.fr
HÔTEL RESTAURANT LE RELAIS DE LA POSTE,Hôtel de tourisme,21 rue du général de Gaulle -67610La Wantzenau,03 88 59 24 80,https://www.relais-poste.com/,info@relais-poste.com
HÔTEL RESTAURANT LE RELAIS DE POUILLY,Hôtel de tourisme,QUAI DE LOIRE -58150POUILLY-SUR-LOIRE,03 86 39 03 00,http://www.relaisdepouilly.com,info@relaisdepouilly.com
HÔTEL RESTAURANT LE RELAIS DE SAINT JULIEN,Hôtel de tourisme,Le Bourg -71110SAINT-JULIEN-DE-JONZY,03 85 84 01 95,https://www.logishotels.com/fr/hotel/hotel-le-relais-de-saint-julien-6899?partid=661,lerelaisdestjulien@orange.fr
HÔTEL RESTAURANT LE RELAIS DES GARRIGUES,Hôtel de tourisme,130 route de fronton -82170GRISOLLES,05 63 67 31 59,www.relaisdesgarrigues.fr,relaisdesgarrigues@orange.fr
HÔTEL RESTAURANT LE RELAIS DES LAVANDINS,Hôtel de tourisme,2477 ROUTE DE FRÉJUS -83490LE MUY,04 94 19 31 31,www.lerelaisdeslavandins.fr,le-relais-des-lavandins@wanadoo.fr
HÔTEL RESTAURANT LE RELAIS DES PLAGES,Hôtel de tourisme,158 Avenue de l'Océan -40990SAINT-PAUL-LÈS-DAX,05 58 91 78 86,www.restaurant-relais-des-plages.com,lerelaisdesplages@wanadoo.fr
HÔTEL RESTAURANT LE RELAIS DES TILLEULS,Hôtel de tourisme,10 rue Pierre Broussain -64240HASPARREN,05 59 29 42 14,http://www.hotellestilleuls-hasparren.com,hotel.lestilleuls@wanadoo.Fr
HÔTEL RESTAURANT LE RELAIS LOUIS XI,Hôtel de tourisme,2 rue St Pierre -45130MEUNG-SUR-LOIRE,02 38 44 27 71,www.louis11.com,info@louis11.com
HÔTEL RESTAURANT LE REMPART,Hôtel de tourisme,2/4 avenue Gambetta -71700Tournus,03 85 51 10 56,http://www.lerempart.com,reception@lerempart.com
HÔTEL RESTAURANT LE ROC AU CHIEN,Hôtel de tourisme,10 Rue du Professeur Louvel -61140BAGNOLES-DE-L'ORNE,02 33 37 97 33,www.hotelrocauchien.fr,info@hotelrocauchien.fr
HÔTEL RESTAURANT LE ROCHER DES ABEILLES,Hôtel de tourisme,Route Départementale 900 -84750SAINT-MARTIN-DE-CASTILLON,04 90 75 28 88,www.lerocherdesabeilles.com,loucaleu@orange.fr
HÔTEL RESTAURANT LE ROOSEVELT,Hôtel de tourisme,14 QUAI DES REMPARTS -08600GIVET,03 24 42 14 14,http://www.hotel-le-roosevelt.com/,hotel.val.saint.hilaire@wanadoo.fr
HÔTEL RESTAURANT LE SAINT CYR,Hôtel de tourisme,Le Bourg -71520MONTMELARD,03 85 50 20 76,http://www.lesaintcyr.fr,lesaintcyr@cegetel.net
HÔTEL RESTAURANT LE SAINT HUBERT,Hôtel de tourisme,122 rue nationale -41700COUR-CHEVERNY,02 54 79 96 60,www.hotel-sthubert.com,hotel-sthubert@orange.fr
HÔTEL RESTAURANT LE SAINT JEAN,Hôtel de tourisme,58 rue Maréchal Foch -82500Beaumont-de-Lomagne,05 63 02 31 02,https://www.lesaintjeanhotelrestaurant.fr/,lesaintjean.hotelrestaurant@gmail.com
HÔTEL RESTAURANT LE SAINT-CLÉMENT,Hôtel de tourisme,place de l'europe -69170SAINT-CLÉMENT-SUR-VALSONNE,04 74 05 17 80,www.le-saint-clement.com,contact@le-saint-clement.com
HÔTEL RESTAURANT LE SAMOYÈDE,Hôtel de tourisme,9 place de l'office de tourisme -74110MORZINE,04 50 79 00 79,http://www.hotel-lesamoyede.com/,info@hotel-lesamoyede.com
HÔTEL RESTAURANT LE SAPIN FLEURI,Hôtel de tourisme,Bourg d'oueil -31110BAGNÈRES-DE-LUCHON,05 61 79 21 90,http://www.hotel-sapin-fleuri.com/FR,contact@hotel-sapin-fleuri.com
HÔTEL RESTAURANT LE SAUGEAIS,Hôtel de tourisme,6 grande rue -25650MAISONS-DU-BOIS-LIÈVREMONT,03 81 38 14 65,http://www.hoteldusaugeais.fr/,restauranthotelsaugeais@gmail.com
HÔTEL RESTAURANT LE SAUVAGE,Hôtel de tourisme,3 place de la République -45220Château-Renard,02 38 95 23 55,https://www.lesauvage.fr/,lesauvage45@orange.fr
HÔTEL RESTAURANT LE SOLEIL D'OR,Hôtel de tourisme,chef lieu -73590LA GIETTAZ,04 79 32 90 52,http://www.hotel-la-giettaz.com/,hotel-soleildor@hotmail.fr
HÔTEL RESTAURANT LE SORBIER,Hôtel de tourisme,6 ROUTE DE BORDEAUX -24430RAZAC-SUR-L'ISLE,05 53 03 55 65,http://lesorbier.eu,lesorbier2@orange.fr
HÔTEL RESTAURANT LE SULLY,Hôtel de tourisme,28 place sully -48150MEYRUEIS,04 66 45 68 38,http://www.hotel-meyrueis.com/,therese.gaillard245@orange.fr
HÔTEL RESTAURANT LE SULLY,Hôtel de tourisme,4 place de la Résistance -24470Saint-Saud-Lacoussière,05 53 56 97 70,https://le-sully-en-perigord.com/,lesully24@orange.fr
HÔTEL RESTAURANT LE SUROIT,Hôtel de tourisme,81 rue ernest renan -22700PERROS-GUIREC,02 96 23 23 83,https://www.lesuroitperros.com/,guegouh@wanadoo.fr
HÔTEL RESTAURANT LE SÈSTRIÈRE,Hôtel de tourisme,Route du Col d'Allos -04260Allos,04 92 83 81 70,http://www.lesestriere.com/,info@lesestriere.com
HÔTEL RESTAURANT LE SÉGALA PLEIN CIEL,Hôtel de tourisme,648 AVENUE DE TOULOUSE -12160BARAQUEVILLE,05 65 68 03 45,www.hotel-segala-pleinciel.com,aupleinciel@gmail.com
HÔTEL RESTAURANT LE TANARGUE,Hôtel de tourisme,Le village -07110Valgorge,04 75 88 98 98,https://www.hotel-le-tanargue.com/,info@hotel-le-tanargue.com
HÔTEL RESTAURANT LE TERRE NEUVAS,Hôtel de tourisme,16 Quai Duguay Trouin -22500PAIMPOL,02 96 55 14 14,http://www.le-terre-neuvas.com/,gaetane.brault@orange.fr
HÔTEL RESTAURANT LE TILLEUL,Hôtel de tourisme,le bourg -40170BIAS,05 58 09 25 94,https://www.tourismelandes.com/hotel/hotel-restaurant-le-tilleul-hotaqu04001txjg4/,hotel-restaurant.le-tilleul@orange.fr
HÔTEL RESTAURANT LE TOURING,Hôtel de tourisme,1 Quai Albert 1er -83700SAINT-RAPHAËL,04 94 55 01 50,https://www.letouring.fr/,hotel@letouring.fr
HÔTEL RESTAURANT LE TRÈFLE,Hôtel de tourisme,38/40 route d'espagne -31120PORTET-SUR-GARONNE,05 62 20 02 60,http://www.hotel-le-trefle.com,contact@hotel-le-trefle.com
HÔTEL RESTAURANT LE TY-LANN,Hôtel de tourisme,11 rue Joseph Le Brix -56890SAINT-AVÉ,02 97 60 71 79,http://www.letylann.com,contact@letylann.com
HÔTEL RESTAURANT LE VAL D'AMBY,Hôtel de tourisme,2 place de la République -38118Hières-sur-Amby,04 74 82 42 67,http://www.hotel-levaldamby.com,carlona527@orange.fr
HÔTEL RESTAURANT LE VAL DES SOURCES,Hôtel de tourisme,Les Barrengears -05800SAINT-MAURICE-EN-VALGAUDEMAR,04 92 55 23 75,http://www.levaldessources.com,levaldessources@wanadoo.fr
HÔTEL RESTAURANT LE VALLON DE GAYET,Hôtel de tourisme,route de servanes -13890MOURIÈS,04 90 47 50 63,http://www.levallondegayet.com/,w.carre@wanadoo.fr
HÔTEL RESTAURANT LE VANILLÉ,Hôtel de tourisme,39 PROMENADE DE LA PLAGE -06800CAGNES-SUR-MER,04 93 20 16 09,www.vanillehotel.com,vanillehotel@gmail.com
HÔTEL RESTAURANT LE VAUBAN,Hôtel de tourisme,32 place du Général de Gaulle -62170Montreuil,03 21 06 04 95,https://www.le-vauban.com/,contact@le-vauban.com
HÔTEL RESTAURANT LE VERDON,Hôtel de tourisme,43 AVENUE DU COLOMBIER -04800GRÉOUX-LES-BAINS,04 92 70 40 03,www.hotel-le-verdon.fr,leverdon@chainethermale.fr
HÔTEL RESTAURANT LE VERGER DE BISCHWILLER,Hôtel de tourisme,29 rue de Haguenau -67240BISCHWILLER,03 88 63 02 02,https://www.verger.fr/le-verger-hotel-restaurant-bischwiller.html,resa@le-verger-de-bischwiller.fr
HÔTEL RESTAURANT LE VIADUC,Hôtel de tourisme,15 RUE DU VIADUC -26150DIE,04 75 22 17 88,www.le-viaduc.fr,nathalie.sairi@free.fr
HÔTEL RESTAURANT LE VIEUX CEP,Hôtel de tourisme,44 rue Saint Louis -97413Cilaos,02 62 31 71 89,https://levieuxcep.re/,contact@levieuxcep.re
HÔTEL RESTAURANT LE VOUGLANS,Hôtel de tourisme,12 rue des fossés -39270ORGELET,03 84 25 54 80,https://www.hotel-le-vouglans.fr/,lavalouse@restaurants-jura.fr
HÔTEL RESTAURANT LE XII DOUZE DE LUYNES,Hôtel de tourisme,12 Rue De La République -37230LUYNES,02 47 26 07 41,http://www.le-xii.com/,xiideluynes@gmail.com
HÔTEL RESTAURANT LES  4 ÉCLUSES,Hôtel de tourisme,5 chemin du halage -27600GAILLON,02 32 53 01 25,http://www.hotel-restaurant-4ecluses.com/,ecluses@wanadoo.fr
HÔTEL RESTAURANT LES 12 APÔTRES,Hôtel de tourisme,25 rue Gaston Thomson -88140CONTREXÉVILLE,03 29 08 04 12,http://les12apotres.free.fr/,les12apotres@wanadoo.fr
HÔTEL RESTAURANT LES 3 CÉPAGES,Hôtel de tourisme,17 rue de la Gare -36260REUILLY,02 54 03 23 13,http://www.les-3-cepages.com/,les3cepages@orange.fr
HÔTEL RESTAURANT LES 4 SAISONS,Hôtel de tourisme,3 route du Frenz -68820KRUTH,03 98 92 28 61,http://www.hotel4saisons.com/,hotel4saisons@wanadoo.fr
HÔTEL RESTAURANT LES AJONCS D'OR,Hôtel de tourisme,1 PLACE JULIA -29930PONT-AVEN,02 98 06 02 06,ajoncsdor-pontaven.com,lesajoncsdor29@orange.fr
HÔTEL RESTAURANT LES BAINS DE SECOURS,Hôtel de tourisme,chemin des bains -64260SEVIGNACQ-MEYRACQ,05 59 05 62 11,hotel-les-bains-secours.com,hotelbains@wanadoo.fr
HÔTEL RESTAURANT LES BRUYÈRES,Hôtel de tourisme,85 bis avenue Blaise Pascal -33160SAINT-MÉDARD-EN-JALLES,05 56 05 32 24,http://lesbruyeres.fr,lesbruyeres.hotel@orange.fr
HÔTEL RESTAURANT LES CAPUCINS,Hôtel de tourisme,6 Avenue Président Doumer -89200AVALLON,03 86 34 06 52,avallonlescapucins.com,hotellescapucins@wanadoo.fr
HÔTEL RESTAURANT LES CHALETS,Hôtel de tourisme,17 avenue Greyfié de Bellecombe -73570Brides-les-Bains,04 79 55 20 53,https://www.brideslesbains.com/,leschalets@brideslesbains.com
HÔTEL RESTAURANT LES COLLINES,Hôtel de tourisme,la morétie -19520CUBLAC,05 55 85 19 79,https://www.hotel-restaurant-lescollines19.fr,chezyoan@hotmail.fr
HÔTEL RESTAURANT LES COLONNADES,Hôtel de tourisme,19 RUE NATIONALE -85250SAINT-FULGENT,02 51 42 76 26,http://www.lescolonnades.fr,hotel@lescolonnades.fr
HÔTEL RESTAURANT LES COLS VERTS,Hôtel de tourisme,48 Rue de Verdun -85360LA TRANCHE-SUR-MER,02 51 27 49 30,http://www.hotelcolsverts.com,info@hotelcolsverts.com
HÔTEL RESTAURANT LES COMMERÇANTS,Hôtel de tourisme,51 avenue de l'Union Soviétique -63100CLERMONT-FERRAND,04 73 92 37 19,www.lescommercants.fr,LESCOMMERCANTS@CLUB-INTERNET.FR
HÔTEL RESTAURANT LES COPAINS,Hôtel de tourisme,42 Boulevard Henri IV -63600AMBERT,04 73 82 01 02,www.hotelrestaurantlescopains.com,info@hotelrestaurantlescopains.com
HÔTEL RESTAURANT LES CYGNES,Hôtel de tourisme,31 route des brenets -25130Villers-le-Lac,03 81 68 01 20,http://www.hotelrestaurantlescygnes.com/,hotel-les-cygnes@wanadoo.fr
HÔTEL RESTAURANT LES CÉVENNES,Hôtel de tourisme,rue des Cousines -07510SAINT-CIRGUES-EN-MONTAGNE,04 75 38 93 73,http://www.hotel-lescevennes.com/,chrlescevennes@wanadoo.fr
HÔTEL RESTAURANT LES DILIGENCES,Hôtel de tourisme,14 rue Nationale -71160DIGOIN,03 85 53 06 31,https://www.les-diligences.com/,hotel-les-diligences@wanadoo.fr
HÔTEL RESTAURANT LES FEUILLANTINES,Hôtel de tourisme,LA VIALATTE -43620SAINT-PAL-DE-MONS,04 71 75 63 25,http://www.lesfeuillantines.com/,contact@lesfeuillantines.com
HÔTEL RESTAURANT LES GALETS BLEUS,Hôtel de tourisme,982 Boulevard du Général Sizaire -80410CAYEUX-SUR-MER,03 22 26 81 95,www.hotel-galetsbleus.fr,contact@hotel-galetsbleus.fr
HÔTEL RESTAURANT LES GENÊTS DU VIGNAC 2,Hôtel de tourisme,125 place de l'église -40170Lévignacq,05 58 42 48 00,http://www.hotel-restaurant-levignacq.com,lesgenetsduvignac2@bbox.fr
HÔTEL RESTAURANT LES GLYCINES,Hôtel de tourisme,3 avenue de Versailles -43100Vieille-Brioude,04 71 50 91 80,http://lesglycines-hotel.com,info@lesglycines-hotel.com
HÔTEL RESTAURANT LES GLYCINES,Hôtel de tourisme,4 Avenue de Laugerie -24620LES EYZIES-DE-TAYAC-SIREUIL,05 53 06 97 07,http://www.les-glycines-dordogne.com,glycines.dordogne@wanadoo.fr
HÔTEL RESTAURANT LES GRAVADES,Hôtel de tourisme,route nationale 89 -19200USSEL,05 55 46 06 00,http://www.lesgravades.fr/,LESGRAVADES@WANADOO.FR
HÔTEL RESTAURANT LES GÉRANIUMS,Hôtel de tourisme,11 RUE ALFRED LACROIX -97418LA PLAINE DES CAFRES,02 62 59 11 06,www.hotelrestaurantlesgeraniums.com,hotelgeranium@wanadoo.fr
HÔTEL RESTAURANT LES HIRONDELLES,Hôtel de tourisme,34 route de Limoges -63870Orcines,04 73 62 22 43,https://hotel-leshirondelles.com/,info@hotel-leshirondelles.com
HÔTEL RESTAURANT LES ITALIENS,Hôtel de tourisme,236 avenue de la République -40600BISCARROSSE,05 58 78 10 16,www.hotel-restaurant-italiens.com,lesitaliens@orange.fr
HÔTEL RESTAURANT LES JARDINS D'HÉVA,Hôtel de tourisme,16 rue lacaussade -97433Salazie,02 62 47 87 87,http://www.hotel-restaurant-cirque-salazie.fr/,lesjardinsdheva@orange.fr
HÔTEL RESTAURANT LES JARDINS DU LAC,Hôtel de tourisme,1 rue Louis Aragon -71400Autun,03 85 86 25 25,https://www.lesjardinsdulac-autun.fr/,lesjardinsdulac@wanadoo.fr
HÔTEL RESTAURANT LES JASMINS,Hôtel de tourisme,531 Avenue Frédéric Mistral -06580Pégomas,04 93 42 22 94,https://www.hotel-lesjasmins.com/fr/,information@hotel-lesjasmins.com
HÔTEL RESTAURANT LES LOGES,Hôtel de tourisme,8 rue du moulin -35135CHANTEPIE,02 99 41 67 67,https://www.logishotels.com/fr/hotel/logis-hotel-les-loges-11885,lesloges.rennes@gmail.com
HÔTEL RESTAURANT LES MARAÎCHERS,Hôtel de tourisme,83 Route de Bâle -68000COLMAR,03 89 24 14 79,https://www.les-maraichers.com/fr,info@les-maraichers.com
HÔTEL RESTAURANT LES MARRONNIERS,Hôtel de tourisme,18 place du Champs de Mars -07330Thueyts,04 75 36 40 16,https://www.hotel-les-marronniers.com/,contact@hotel-les-marronniers.com
HÔTEL RESTAURANT LES MESSAGERIES,Hôtel de tourisme,18 Avenue du Docteur Mallet -15300MURAT,04 71 20 04 04,http://hotel-les-messageries.com,info@hotel-les-messageries.com
HÔTEL RESTAURANT LES MINOTIERS,Hôtel de tourisme,Avenue Maréchal Foch -09500Mirepoix,05 61 69 37 36,https://www.lesminotiers.com/index.php/fr/,info@lesminotiers.com
HÔTEL RESTAURANT LES MOTTETS,Hôtel de tourisme,6 rue Les Mottets -73500AUSSOIS,04 79 20 30 86,www.hotel-lesmottets.com,infos@hotel-lesmottets.com
HÔTEL RESTAURANT LES OCÉANIDES,Hôtel de tourisme,3 RUE DU LIN -29900CONCARNEAU,02 98 97 08 61,http://www.lesoceanides.com/,maryse.le-gac@wanadoo.fr
HÔTEL RESTAURANT LES OLIVADES,Hôtel de tourisme,10 route de la garde -05000Gap,06 88 56 25 06,https://www.hotel-restaurant-gap-les-olivades.com/,hotelolivades@gmail.com
HÔTEL RESTAURANT LES OLIVIERS,Hôtel de tourisme,rue louis d'arbalestier -26270LORIOL-SUR-DRÔME,06 74 94 97 99,http://www.hotel-les-oliviers.fr,lucani@free.fr
HÔTEL RESTAURANT LES PERSÈDES,Hôtel de tourisme,Route Nationale 102 -07170LAVILLEDIEU,04 75 94 88 08,www.lespersedes.com,lespersedes@gmail.com
HÔTEL RESTAURANT LES PEYRIÈRES,Hôtel de tourisme,22 rue des Peyrières -12510OLEMPS,05 65 68 20 52,http://hotel-les-peyrieres.com,contact@hotel-les-peyrieres.com
HÔTEL RESTAURANT LES PIELETTES,Hôtel de tourisme,3 ZONE D'AMENAGEMENT CONCERTE PIELETTES -13740LE ROVE,04 91 46 94 94,www.lespielettes.fr,contact@lespielettes.fr
HÔTEL RESTAURANT LES PLATANES,Hôtel de tourisme,2/4 place de la liberté -40800AIRE-SUR-L'ADOUR,05  5 8  45  8 7  27,http://www.lesplatanes-aire.com/,lesplatanes.aire@gmail.com
HÔTEL RESTAURANT LES PLATANES,Hôtel de tourisme,30 avenue du Val d'Ardèche -07330THUEYTS,04 75 93 78 66,https://hotel-les-platanes.fr/,hotel.lesplatanes@orange.fr
HÔTEL RESTAURANT LES REMPARTS,Hôtel de tourisme,6 cours louis pons tande -09500MIREPOIX,05 61 68 12 15,www.hotelremparts.com,contact@hotelremparts.com
HÔTEL RESTAURANT LES RIVES D'ALLIER,Hôtel de tourisme,Avenue Jean Moulin -43300MAZEYRAT-D'ALLIER,04 71 77 02 11,www.hotel-restaurant-rivesdallier.fr,hotellesrivesdallier@orange.fr
HÔTEL RESTAURANT LES ROCHERS,Hôtel de tourisme,24 route de Paris -74330La Balme-de-Sillingy,06 23 12 48 85,https://www.hotellesrochers.fr/,hotel.restaurant.les-rochers@wanadoo.fr
HÔTEL RESTAURANT LES SAPINS,Hôtel de tourisme,131 la Vieille Route -74490Saint-Jeoire,04 50 35 80 38,https://www.lessapins74.fr/,contact@lessapins.fr
HÔTEL RESTAURANT LES SOLDANELLES,Hôtel de tourisme,106 Rue des chasseurs alpins -73300LA TOUSSUIRE,04 79 56 75 29,www.hotelsoldanelles.com,infos@hotelsoldanelles.com
HÔTEL RESTAURANT LES TOURISTES,Hôtel de tourisme,Chef Lieu -74360ABONDANCE,04 50 73 02 15,http://www.hotel-lestouristes.com/,lestouristes74@orange.fr
HÔTEL RESTAURANT LES TROIS VALLÉES,Hôtel de tourisme,COL DE TURINI -06440L'ESCARÈNE,04 93 04 23 23,www.les3vallees-turini.fr,trois-vallees@wanadoo.fr
HÔTEL RESTAURANT LES VALLOIS,Hôtel de tourisme,Rière pont -05290VALLOUISE,04 92 23 33 10,http://lesvallois.com,Hotel@lesvallois.com
HÔTEL RESTAURANT LOGIS DOUBS RIVAGE,Hôtel de tourisme,8 rue de la Chapelle -71270Charette-Varennes,03 85 76 23 45,https://www.doubs-rivage.com/,hotel.doubsrivage@wanadoo.fr
HÔTEL RESTAURANT LONS,Hôtel de tourisme,6 Place Georges Dutilh -09000FOIX,05 34 09 28 00,http://www.hotel-lons-foix.com/,hotel-lons-foix@wanadoo.fr
HÔTEL RESTAURANT LOU JAS,Hôtel de tourisme,110 rue des Bayles -04120Soleilhas,04 93 60 43 54,http://www.hotel-restaurant-loujas.com/,dominique.mandine@gmail.com
HÔTEL RESTAURANT LOU PÈBRE D'AÏ,Hôtel de tourisme,Quartier Sainte-Madeleine -83640Plan-d'Aups-Sainte-Baume,04 42 04 50 42,https://www.loupebredai.com/,lou.pebre.dai@wanadoo.fr
HÔTEL RESTAURANT L’ÉCLUSE,Hôtel de tourisme,Route De Limoges -24420ANTONNE-ET-TRIGONANT,05 53 06 00 04,www.ecluse-perigord.com,contact@ecluse-perigord.com
HÔTEL RESTAURANT L’ÉCRIN,Hôtel de tourisme,20 les quais -22130PLANCOËT,02 96 84 10 24,http://www.crouzil.com,contact@maison-crouzil.eu
HÔTEL RESTAURANT L’ÉCRIN,Hôtel de tourisme,4 route de bruyères -88600Grandvillers,03 29 05 08 70,http://hotel-restaurant-ecrin.fr/,hotel88600@gmail.com
HÔTEL RESTAURANT L’ÉMERAUDE DES BOIS,Hôtel de tourisme,66-68 avenue du courant -40200MIMIZAN,05 58 09 05 28,www.emeraudedesbois.com,reservation@emeraudedesbois.com
